name,dialog
Leena," So tell me, Serge. How's it going with the me in this world?"
Leena, Have we kissed yet?
Leena, Well? Well?
Leena, Come on! Tell me!
Leena, Heeey!? That girl looks like me...!?
Leena," Hah-hah... Surprised? Well, there's something real deep behind all this. You should have Serge explain it to you. When it's all over, of course."
Leena," Wow... It just seems so weird. I don't know what's going on, but good luck!"
Leena, You got it! Leave it to me!
Leena, Serge! Where have you been!? You had me worried sick! You just suddenly disappeared from the beach. That was some magic trick! Don't even think about pulling that one again. Once is enough for me.
Man," Oh, you're with Leena. Well, I'm sure you'll be OK if she comes along, hehheh..."
Leena, Hey! What do you mean by that!?
Man," Uhhh...well...ahh...nothing! You want to go further into the forest, right? Well, if it's the 3 of you, I'm sure you'll be OK. Do you have some kind of business here? ...Hmm, I won't ask you what it is. I can tell by the look on your face that it's something important. Here, go on through. I'm sure the 3 of you can handle yourselves. Before you enter here, I'll give you a word of advice... The marshes are like a maze full of poisonous monsters. Be prepared!"
Korcha," WhatCHA doin' standin' there in a daze!? I hate cold and clammy places! Besides, we ain't got time to sit and toast 'marshmallows,' man!"
Member, Serge! What are you doing just standing there in a daze like that? We haven't got time to spare! let's keep moving!
Member, Everybody down! something big's heading our way!
Member, what was that thing? I can't believe this place!
Member, Did you just see a strange looking creature up ahead?
Member," Why don't you try blowing the flute here, Serge?"
Member, ......
Member, A wide open space... Could this be it?
Member," Serge, why don't you try blowing that flute?"
Member," Looks like we fell for its trap. It's do or die, now!"
Member," Serge! Prepare for battle while we hold this thing off! There's nowhere to run as long as we're up this tree! Jump in the big hole? ~~~Go for it! ~~~Nah, too dangerous"
Member, So this is Wingapede. It's actually smaller than I thought.
Member," Serge, why don't you try feeding it something?"
Member," Hurry, Serge! we can't hold it off much longer! there's nowhere to run from up this tree! ~~~Just a bit longer ~~~OK, let's do it!"
Member," The foothold could give way at any minute. Serge, we should avoid passing through the middle."
Member," Who would have thought there would be a cavern inside of this tree? Let alone this big, old monster!"
Member, Well at least it served as a cushion to break our fall. Otherwise that would've hurt!
Member," If old five-legs here wakes up, we could be in a lot of trouble! We should try and get out of here while we still can!"
Member," Hey, Serge! Is that really a fairy? I've never seen one before!"
Member, We can't just leave her trapped like this! Let's help her out!
Member, I don't believe this! It's just one battle after another!
Member, But this time we're trapped in a hole! With no way out! We've got no choice but to fight!
Member," Hey, Serge! Aren't we going to help that fairy out? the poor thing could die if we leave it a prisoner in that cage like that!"
Leena, I've heard of that island. The old fisherman in my village sometimes spoke about it. But he says that because of the strange dry spell we've been having lately the island's water source has dried up! I wonder if it's the same thing in this world?
Member," I've heard rumors about that island they say that due to the abnormal weather they've been having, their water source has dried up. But that was in the other world we just came from. I wonder if it's the same thing in this world?"
Member, Serge... Perhaps we'd better explain! Razzly Gee... So there's another world...? And you've come to these marshes in this world to save your friend in that other world?
Member, Yes...you seem to have got it. But actually Serge is originally from this world! we don't expect you to believe us but it is true! we traveled through a wormhole to your world!
Member, We need the hydra humour to make the medicine that'll save our friend!
System, Razzly joined your partee-hee!
Member, Those who don't learn the first time are bound to repeat the same mistake!
Member, We should get going before this thing wakes up.
Poshul," The Hydra mutht be up ahead. Ret'th go, Serge.!"
Member," The Hydra must be up ahead. Let's go, Serge.!"
Member, We're surrounded! ~~~Prepare for battle ~~~Fight!
System, Can't escape!!! ~~~Prepare for battle ~~~Fight!
Member," Wait a minute. we're not going to leave empty-handed, are we? We came all the way out here to save Kid. Don't tell me you forgot, Serge.."
System,
Member, There's not a single dwarf roaming this forest anymore... Have they abandoned this place?
Member, ...Let's hurry.
Korcha," That's the stuff we needed to save that girl, huh!? Then there's no time to lose! Full speed ahead! ~~~Return to Guldove ~~~Wait just a minute"
Korcha, Let's rush that over to the doctor right away. C'mon! You guys hurry too!
Korcha," Gotta head back, full speed! ~~~Return to Guldove ~~~Wait a minute"
Korcha," Hey, Serge.. Let's hurry up and get that to the doctor right away!"
Doc," ...Oh, it's you dudes. The patient's strength is at its limit. Without the antidote..."
Doc," Can this be!? Hydra Humour...but how? We will discuss that later. As long as we have this, making an antidote will be easier than catching a wave! We can save the girl with this!!!"
Doc," We will prepare an antidote right away. Nurse, help me with the preparations! Stat!"
Doc," I have no idea where in the world you found this...nor do I know who you really are... But now is not the time to ask such questions. You have done your part, now you can leave the rest to me."
Korcha, You heard the doc; we've done all we can. Just trust him and wait.
Member, It's already close to nightfall.
Korcha," Doc, how is she? Will she be alright?"
Doc," Yes, she has passed the critical period. There are no signs of complications from the poison. The girl has held up well, but only thanks to you dudes. You have done the impossible by finding the antidote... I still cannot believe it..."
Doc," You, with the red bandana, you are Serge, correct? She would like to speak with you. It would be a little while longer before she falls asleep from the anesthetic. Will you speak with her, dude?"
Doc," I will be in the room next door, so call me when you need me. And do not forget that even though the poison is gone, she has not completely recovered. ...Well then, catch you later, dude. You haven't talked to Kid yet. There's no way you can leave the room!"
Kid," Hehe, you've become bloody handsome while I was out of it."
Kid," I don't know all the details, but I heard what happened from the doc. Looks like there's been a lot goin' on while I was asleep... I guess it proves that you can take care of yerself now, eh?"
Kid," ...Oi, Serge. Ya did good, mate. Why don't ya look cheerful for a change?"
Kid," Ha, I would've been alright without any antidote at all! Struth... Now I owe ya one..."
Kid, Serge... Thanks.
Korcha," ...is how it is, Doc."
Doc," ...A world different from our own? That is far out, man...! That there really is such a thing... And you dudes are from this other world, I presume?"
Korcha," Just to make it clear, Doc. The only one that's from the other world is Serge.. All the others, including myself, are from this world. We're all with him for different reasons, though."
Korcha," Whoops, my bad. I totally forgot. Come to think of it, the first time we met you was in the Hydra Marshes."
Poshul," Ahem! Me wath with Sergeipoo, too!"
Poshul," ...... PO-SHU, why am I treated tho lightry!?"
Korcha," U-Um, try not to worry about the details! It'll just make you tired, OK?"
Poshul,
Doc, Another world... So I suppose some things are slightly different. The Hydra Marshes are a good example of this. Otherwise we would have never found a Hydra in this world.
Doc," Parallel worlds, never to cross each other, yet existing alongside one another..."
Korcha," Hey, Doc, let's not think too deeply about this. There isn't any easy way to explain it. Even after going through it myself, I still doubt what I saw. Let's just drop the theories, Doc! The girl's been saved. That's all we need to know, right?"
Doc," Well, I guess you are right... I cannot find an answer to this by thinking about it on my own."
Doc, It is pretty late. We have been talking for quite some time... Let's call it a night. One good day's rest should be enough to let her get up and hang ten.
Kid," Whatcha gonna do, Serge? You've already found a way back to your own world, right? You could just go back home and live a peaceful life, pretending that nothin' ever happened. But can ya really forget everything you've seen here? And can ya live with yerself after ya turned yer back on us?"
Kid," What are ya gonna do, Serge? ~~~Go back home ~~~I won't go back yet"
Member," Serge, are you sure you're going to be satisfied with that?"
Member," Think about it, Serge! Why did you take the trouble to cross the worlds to help Kid? It wasn't just because you wanted to go back to your world, right? You had other reasons to come back to this world!"
Kid," I see... Then I'll stick around with ya a little longer. But just don't slow me down, ya hear?"
Kid, I don't know what happened 10 years ago... But it looks like Viper's mob has got something to do with it. Let's go after 'em. I need to go bash up that Lynx character and get me hands on the Frozen Flame!
Kid, Lynx... He stole something precious from me... He's taken away my future...! I'll find him! No matter what it takes!
Kid," Korcha, I heard that ya helped in the search, too."
Korcha, Hmph. It was nothing.
Kid," Yeah? Well, thanks for nothin' then..."
Korcha, ...Now then.
Korcha," At one point I thought we were doomed for sure, but it looks like it's all settled now."
Korcha," All that's left is to take you guys back to Termina, right? My job ends there. You get a special discount price of 300G for the round trip. Sorry, but I need to make a livin' too."
Kid," Haha, you're pretty damn shrewd, eh? I shouldn't have thanked ya earlier. Hmm?"
Korcha, What is it? Ya lookin' for something?
Kid," ...Hmm, yeah. Well, the Elements I had on me Grid are gone."
Kid," Oi, Serge. Didja remove the Elements from me Grid?"
Kid," Hmm, if it wasn't you... then who did?"
Korcha," The only ones looking over you while we were gone were the doc and the nurse. They should be in the room next door, so let's ask them when we head out. The doc should know something."
Kid, ...... I hope you're right.
Korcha," Huh? Mel, whatCHA doin'..."
Korcha," Mel, wai..."
Doc," What is it, dude? Is Mel up to something again?"
Korcha," Well, yeah. The same old mischief, but... This time, she's gone too far."
Korcha," Geez, that idiot... What is she thinkin'? I don't get it. I'm sorry about her, Kid. I'll get the stuff back from her later, so go easy on her, alright?"
Kid," Ahh, that's no problem. It ain't anythin' I'll suffer without anyway. Not to be rude, but I don't have time to play around with brats. I've gotta go chase after Lynx, now!"
Kid," Hmm, what is it, Serge? ~~~You need those Elements ~~~...It's nothing"
Kid," ...Well, you're not wrong! But Korcha said that he'd get them back later. We don't have time to waste. Ain't that right, Serge? C'mon, mate, let's go. ~~~...Alright, let's go ~~~No, let's go after Mel"
Kid, Why are you actin' so strange? Just when I thought you'd loosened up a little... Don't worry. Korcha said he'd get back me stolen stuff later. Let's just get a move on!
Kid," Ahh, alright. If ya insist. OK, then let's go find that brat right away. Time ain't gonna wait for us!"
Kid," That's the plan, Korcha. Why don't ya help us out a bit. It'll be over a lot quicker that way."
Korcha, GotCHA!
Doc," Hmm, I am beginning to wonder if curing you was the right course of action. Such a ruckus in the clinic interferes with my work... But I guess your antics are proof of your youth, dude!"
Korcha," Don'tCHA worry, Serge.. Leave the rest up to me. I'll go grab that kid after I take you guys back to Termina. I won't make you guys wait long."
Doc," I have caused much trouble for you dudes with this incident. It is embarassing, as a doctor. I assume you are going to continue your journey? Try not to take too many risks. One must live strongly because life is limited!"
Korcha," Well, it's nothing big; if she isn't here, that's OK."
Man," Chief Direa is in prayer. You may not enter the shrine now, come back a little later. It shouldn't be that long. ...Hmm, what brings you here, Korcha? It's rare to see you come out to this tower."
Korcha," Oh, never mind that. By the way, have you seen Mel around here? We're lookin' for her right now."
Man," ...Mel? No, I haven't seen her today. Have you tried the residential tower?"
Korcha," So, she hasn't come this way... Thanks for the info!"
Korcha," As you've just heard, she hasn't come this way. The only place left is the residential tower. The sea is the only other place to hide, but that's not likely. Once we corner her, it's all over. Let's go!"
Korcha, ...Huh?
Korcha," Mel's heading for the residential tower! We've got her cornered now. OK, let's go! We should find her in no time."
Korcha, This is the end. There's no place to run.
Kid," So, what're we gonna do? If all three of us barge in at once, she's gonna escape."
Korcha," There are three exits to this tower. If we each go in through a different exit, there's no escape."
Korcha, Listen up. Don'tCHA dare let Mel get outside!
Korcha," Yup, I'm countin' on ya!"
Korcha," Now, there are two more left. We'll even end up with some manpower to spare. It's game over, Mel."
Korcha, Let's do it!
Korcha, You idiot. That's whatCHA get for messin' with my customers! I'm not gonna forgive you just for cryin'!
Kid," That should be enough. We've got me stuff back, and there's been no harm done."
Korcha," ...Even so, we have to teach this kid some proper manners. You never know when she might do it again!"
Kid, Don't worry about such minor stuff. I say it's already forgiven... Let's just leave it at that.
Kid, Besides... The little 'un's got some guts to steal from a member of the Radical Dreamers! Hahaha!!!
Kid," Oooh, how feisty...!? So she's got real spirit, too! But weren't ya cryin' just now? Or were ya just fakin' it? I tell ya... She's gonna be a real mean one when she grows up! Hahaha!"
Kid," Whoops! I guess you're still just a little 'un. Don't worry, just forget it!"
Korcha," ...Hey, are you sure you want to leave it at that? I just don't getCHA. Oh well, no use botherin' with it now."
Korcha, Then I'll go ahead and wait for you at the docks. Come and find me when you're ready to go.
Kid," Alright, let's get movin' then..."
Korcha," You want to go back to Termina? ~~~Not yet ~~~Yep, back to Termina"
Korcha, Take your time there's no rush. You probably won't be coming back here anytime soon anyway. I'll wait here for you until you're satisfied. Gimme a holler when you think you're ready to go.
Korcha," OK, let's go. Heh, it was nice knowing ya, but this is good-bye."
System, Korcha leftCHA party.
Korcha," I'll take care of getting back the stolen Elements, so don'tCHA worry. It was just a kid's prank, so go easy on her, alright? OK, then, come and find me when you're ready to go."
Korcha, Here we are in Termina. You're on your own from here.
Kid," Oi, Serge, didja hear that? When I was snoozin' away in Guldove, Lynx and his mob hightailed it out of the manor. That fort's supposedly a ruin built by the extinct Dragonians... I heard there've been all kinds of mystic rituals there. It's said that the Dragon Tear was needed for the rituals... Bloody bastards, what are they up to now? Serge., this is no longer just our problem. If we don't stop these buggers now, they're gonna cause some major hell around here!"
Member," Fort Dragonia is on top of Mount Pyre, southeast of hear. It'll be hard to get there by land, so... the question now is how are we going to get a boat?"
Glenn, ~!?~
Glenn, Blonde braids... A blood red blouse... That sounds like the description of that thief from the Radical Dreamers...
Glenn, And that red bandana... He is just like the ghost Karsh was describing.
Kid," So what? Ya wanna take us on or somethin'? Sorry dorry, but we're in a bit of a rush.... to that Fort Dragonia of yers..."
Glenn, What business do you have at the fort...? That makes me even more suspicious... I will draw my sword if needs be...
Woman," Oh, Glenn, stop that! Your brother would never have drawn a sword in such circumstances!"
Glenn, Leave my brother out of this!
Kid," Oi, don't get yer knickers in a knot... I don't care if ya draw yer sword or what, but I ain't stoppin' for ya. See ya!"
Glenn," All right. Forgive me for my rash behavior... Come to think of it, I really have no interest in who you are. Really, I only want to know the truth of what is happening here. I shall follow my own way to find the truth."
Glenn," If you intend to go to the fort, I would offer you a word of advice. When you get on your boat, first head north, and then east. You should find a small island there. A retired dragoon now lives there. Find him and ask for his advice. There are many frightful rumors about that fort, you know. You never know what to expect there."
Kid, All we need to do now is to find a boat! Let's git a move on it!
Korcha," You guys need to cross the sea? Then I might, just might, think about lending you my boat. With two conditions..."
Kid," Ha, with that clunky boat of yers, I don't think we're gonna survive a round trip. But I guess this ain't the time to be picky. So, Korcha, what are yer conditions?"
Korcha," First, if you ever find the Dragon Tear, give it to me."
Korcha," The other condition is... O-Once all this ruckus is over... Um... I wantCHA to... Mumble, mumble..."
Kid, What was that? Stop mumblin' and speak up. I can't hear ya.
Korcha, I a... Arrgh... I wantCHA to be my wife!
Kid, Huh...? What...did you just say?
Korcha," I said, 'I WANTCHA TO BE MY WIFE!'"
Kid," ...!!! Oi, Korcha!!! Don't mess with me! I'm gonna kick yer arse so hard you'll kiss the moons!"
Korcha," I'm not joking! To tell you the truth, I, um... That it... It was... love at first sight..."
Kid," Mmmnn...! Oi, ya know who I am, don't ya!?"
Korcha," Yeah, you're some kind of thief, ain'tCHA? Don'tCHA worry. I don't care about your past, and I don't wantCHA to feel forced. We can wait until all this fuss is over. So, please..."
Kid, Mmmghh...! ~~~Just tell him that you will ~~~Refuse
Kid," Serge, this is none of yer business. It's me own problem!"
Kid," OK, understood! But this ain't somethin' I can agree to on a whim."
Kid," I'll consider it. Until I settle the score with Lynx, that is. That's about the best I can promise. I can't guarantee you anythin' more."
Korcha," Alright, that's all I need for now. OK, I'll lend you the boat."
Kid," Glenn, what was it you were sayin' earlier? Somethin' 'bout goin' to see an old man on a small island to the east..."
Glenn," First, head north and then east by boat. There is a small island there. A retired dragoon named Radius lives on that island."
Kid, What was that Glenn guy sayin' earlier? Somethin' 'bout goin' to see an old man on a small island to the east...
Korcha," Hey, you be careful with yourself from now on. Just remember that your life is not just your own anymore. You're carrying my wife-to-be."
Kid, Brrrhh! (Goose bumps!!!)
Korcha, Do you want me to come with you? ~~~Take him with you ~~~Don't take him with you
Korcha," OK, then I'll be heading home now. Remember that I'm just LENDING you my boat! Don'tCHA dare sink it! Take care!"
System, Korcha joinedCHA party!
Kid, ...... This is getting bloody crazy...
Kid, Looks like we got Korcha to lend us his boat.
Korcha," Hey, wait a minute! She's your partner, ain't she? Aren'tCHA gonna do anything? ~~~...There's nothing we can do ~~~I'll find a way to save her"
Korcha," You scared me for a second... Heh, I've come this far, I'll tag along with ya!"
Korcha, ...Hold it right there.
Korcha, You've got no right to keep that girl's amulet. Leave that thing here.
Korcha, What's wrong? Hurry it up.
System, Serge handed over the Astral Amulet.
Korcha," Tsk, this is disgustin'. ...It's turnin' out to be a baaad day."
Korcha, What do you want? Ya need something from me? I don't want nothing to do with you. Get outta here.
Korcha, You've got something to say? ~~~I need to borrow your boat ~~~......
Korcha," Ha, it's got nothing to do with me. You're distracting me by standing there. Will ya hurry up and get out of the room?"
Korcha," Lend you my boat? Ha, no way! Why should I lend you my boat? Sorry, pal, go find someone else."
Macha, Hold it right there!!!
Korcha, M-M-Ma!!! Why are you here? You said you were goin' shoppin'!?
Korcha," O-Oh leave me alone! These guys ain't no friends of mine! In the first place, this has got nothing to do with you, ma. Why should I lend my boat to guys who abandon their own partners!?"
Korcha," Ugh...um, well..."
Korcha, S-Sorry about that... I just lost my temper.
Korcha," H-Hey, that's a completely different story, ma. I can't lend them my boat..."
Korcha," You say a boat or two, but... That's the only one I have. Besides, I've got nothin' to do with..."
Korcha, Oh gawd! You gotta be kiddin'...
Macha," I'll be waitin' at the docks. Call me when you're ready to leave the village. By the way, Serge.. You should go see the village shaman. You look like you are lost, and she might be able to help you get back on your path..."
Macha, Alrighty.
Macha," Oops, I almost forgot. I came back to get some things I left behind."
Macha," OK, Serge.. I'll be waiting for you at the docks."
Macha," OK, Serge.. Call me when you're ready to go. This isn't anything special, but go ahead and keep it. You know what frames are, right? This frame is called 'Tropical Paradise.'"
System,
Korcha, Don't get me wrong! I'm only lending you the boat because ma said to.
Macha," Serge, you haven't met the shaman yet? Oops... Sorry about that. I forgot to tell you where she is. All you need to do, is go straight down this way, get to the second floor and keep going left. That leads you down to the Dragon Shrine."
Macha, Are you ready? ~~~Not yet ~~~Ready
Macha," Is that so? Well, there's no rush. Just take your time."
Macha," OK then, let's get going. Alright boys and girls, all of you get on the boat!"
Macha," Hmm? You got a problem with that? Ya don't see any other boats needin' to dock, do you?"
Macha," Ah, cut the jive-talk!!!"
Macha," OK, we're in Termina. Do whatCHA need to do!"
Glenn," The general and his men are headed for Fort Dragonia. There has been word that the major power of the East, Porre, is up to something suspicious. They seem to have heard the rumors of the Frozen Flame in El Nido and are coming to investigate."
Woman," My, then that means the Porre army might invade this town any time now. I wonder if we will be alright..."
Glenn," Yes, that is why we are moving to the fort for a while. That fort is far from town so it is not used normally, but it has good defenses. I was ordered to remain at the manor and protect Miss Riddel, but... She felt very uneasy about the way General Viper was acting before he left, so..."
Woman, What are you going to do? Aren't you going to get in trouble if you leave the manor?
Glenn," Yes... Still, I cannot stop thinking about it, so I am planning to infiltrate the fort by boat."
Woman," Are you sure about that? If worse comes to worst, you might be discharged from the Acacia Dragoons."
Glenn," Yes. I will act in accordance with my faith, even if I have to break military regulations. I must go. Ma'am, I will come back to buy flowers from you when I return!"
Woman, Take care!
Macha," I'm gonna head home soon, but whatCHA gonna do now? I don't know what happened ten years ago or what's goin' on now, but don'tCHA wanna get things straight? Or do you just wanna go live somewhere in peace and quiet? ~~~Straighten things out ~~~Live quietly"
Macha," Hmm, well if you say so. There's nothing more for me to say about it. You don't have to make some epic journey to find happiness. But this ol' lady thinks you should have a little more adventure when you're young. You sure you wanna stop here? ~~~No, I'll set things straight! ~~~Yes, I'll live on quietly"
Macha," That a boy! I knew you wouldn't give up! Life is a journey to find yourself. That's how everyone grows up... So, where do we go to find out what's goin' on? What? So you say we need to go after Lynx and General Viper to Fort Dragonia?"
Macha," Did you hear? Fort Dragonia is a ruin of the extinct Dragonians... People say they conducted strange ceremonies, and most folks from Guldove won't go near the place... You gotta wonder what they're up to with the Dragon Tear there. It gives me the chills. Also, you've got to go through Mount Pyre to get to that fort. You're gonna need to get there by boat... ~!!!~"
Macha, I know! You can borrow this boat. Just a little farewell gift from me. Don't worry! That brat son o' mine's not gonna use it for anythin' good anyway!
System, Serge borrowed the boat from Macha!
Glenn, I need to borrow a boat...
Macha," Oops, you are just a tad too late. I just lent this boat to someone else. Ask this boy here."
Glenn, I need to borrow a boat... I am trying to get to Fort Dragonia.
Macha," Fort Dragonia!? Wow, what a coincidence! These boys have some business there, too!"
Glenn, You are... You are the young man that gave us the bellflower... Thank you again. Miss Riddel greatly appreciated your kindness.
Macha," You two already know each other? What great timing! On the road you need a companion, in life you need kindness. Join in with them on their trip to the fort."
Glenn, But what business brings you to Fort Dragonia...? And that red bandana... It all seems similar to some ghost Karsh was telling me about.
Macha," Ahh, you city-folk try to make things too complicated! That's got nothin' to do with you, right? This poor boy's got his own problems, too!!! Why don'tCHA ask him his story to pass time while you're travelling?"
Glenn," Uh, y-yes... I guess you are right."
Glenn, So what will it be? ~~~Let him join ~~~Don't let him join
Glenn," Thank you... I have a suggestion before heading to the fort. When we get on the boat, first head north and then east. You should find a small island there. A retired Master Knight of the Dragoons named Radius lives there now. When me and my big brother were young, he used to look after us quite often. We should go ask for his advice before going any further. There are many frightful rumors about that fort. Who knows what to expect there."
Macha," Serge.!!! Why are you tryin' to leave this poor boy out? Don'tCHA need all the help you can get right now? I mean, he even looks like a knight! Be a good boy, and take him with you!"
Glenn," Thank you... I have a suggestion before heading to the fort. When we get on the boat, first head north and then east. You should find a small island there. A retired Master Knight of the Dragoons named Radius lives there now. When me and my big brother were young, he used to look after us quite often. We should go ask for his advice before going any further. There are many frightful rumors about that fort. Who knows what to expect there."
System, Glenn joined your party!
Macha," I'm a little worried about you... Do you want me to come along? ~~~Let her join ~~~No, thanks"
System, Macha joinedCHA party!
Macha," Then I'll be headin' home. That mischievous son of mine's probably starving back home. Be careful out there. If you ever need something, stop by Guldove again!"
Woman," Just remember, Glenn, don't push yourself too hard. If you die, you'll never accomplish all those things you want to do."
System, Guile received Bronze Rod!
Nikki, I'll be gone for a while... But don't worry. I'll be back when the gig's over.
Nikki," I'll be gone for a while... Don't worry, man. I'll definitely come back when the gig's over."
Glenn, ...... Now...this brings back some memories.
Riddel, Looks like Dario took the championship after all.
Karsh," Ha! I almost had ya there, though. It won't be the same next year, Dario. Next time, I'll take the trophy!"
Dario," Haha, good luck, Karsh."
Karsh," What caught me by surprise this time was Glenn. Since when did he improve his skills so much? We've got to watch out for him next time. Ain't I right, Glenn?"
Glenn, ~!!!~
Karsh, Glenn? Waddaya doing?
Glenn," Oh, uh n-nothing! But wow, both Dario and Karsh are great! Compared to that, I've still got a long way to go to win."
Karsh, Weird kid... Don't worry. You'll be celebrating with the winner's trophy in no time!
Karsh," Well, maybe not while I'm still around, though!!! Hahaha!"
Riddel," What's with this big mouth of yours! Glenn, pay him no heed. Don't hold back!"
Karsh," Ah, come on. Lady Riddel is always on the brothers' side! Will ya come and be on my side once in a while?"
Riddel," Oh, but that's not true. I'm always cheering for the three of you. As long as you're all safe, I'm content. As long as it is peaceful, and we can all talk together like this... I wish that it would always be this way. That is my most deepest wish..."
Dario, ......
Glenn, Oops... Now is not the time to get sentimental...
Girl," Mr. Glenn! Can you help me? These two just won't stop fighting. Mr. Glenn, when you used to live here, you didn't fight, did you? Please, tell them to stop!"
Glenn," Ha ha ha! There is no such thing as brothers that do not fight with one another. Even we fought, sometimes. But, when Dario realized that he was at fault, he would always apologize to me later. You can fight, but you must learn something from it!"
Glenn," So, what are you fighting about?"
Glenn," Ha ha ha! There is no such thing as brothers that do not fight with one another. Even we fought, sometimes. But, when Dario realized that he was at fault, he would always apologize to me later. You can fight, but you must learn something from it!"
Glenn," So, what are you fighting about?"
Glenn, ...!?
Glenn, ...His bride?
Glenn," ...... Whoa, you two are mature for your ages. But have you asked Marina how she feels about it?"
Girl," H-How do I feel... Um, well... I like you both!"
Glenn," Marina, these two are serious. It is best if you tell them how you truly feel."
Glenn," Marina, these two are serious. It is best if you tell them how you truly feel."
Girl," Uh, ummm... Th-The one I really like is John, who's training outside to become a hero... But John already has a girlfriend, Annie, so..."
Glenn," ...This might be a bit hard to take, but I guess it can't be helped. But I guess it is better than her liking one of you more than the other..."
Girl, Huh...?
Glenn," Uh, ahem. Nevermind... Even if you do not marry one of them, try to get along with them, alright?"
Girl, Y-Yes... I'll do my best.
Glenn, Call me whenever you need help!
Macha," Welcome, Serge.. Call me whenever you need my help. If you want, I can help you right now! ~~~Thanks, maybe next time ~~~Please help me"
Macha," Then take care of yourself. Don'tCHA get in over your head, do you hear me?"
Macha," Right on, leave it to me! Nothing's more powerful than a mother's love!"
Macha, ...Ahh. My help isn't needed this time. Too bad.
Korcha," Oh, it's you guys again. Didja come by to laugh at me? Ha, what losers..."
System,
Glenn, What on earth happened!? Could Lynx have done this!?
Member, What happened here!? Did Lynx do this!?
Harle, Zat'z correct. Hmm... Maybe not?
Harle," Ze correct answer iz, I did zis under Monsieur Lynx's order."
Harle," Salut, Serge. Did you miss moi?"
Glenn, Harle!!! What have you done with Radius!?
Harle, Ooh lah lah... Glenn... You're all fired up.
Harle, Oooooooh...!
Glenn, Tell me!!!
Harle," Tsk, tsk, tsk!"
Harle," Excusez-moi, Serge, but do you want to know why I burned zis place to ze ground?"
System, ~~~Tell me ~~~Not really...
Harle," Ahh, oui? You are no fun."
Harle," Well, first of all to teach you all a lesson... And second of all to get rid of zat geezer who livez here. He iz an ally of ze Acacia Dragoonz, and I hear he'z quite skilled. I waz disappointed to see zat ze geezer izn't here. I wonder where he went?"
Harle," And one more t'ing, Serge. Monsieur Lynx gave moi one more order. Zat iz to slow down your pursuit."
Harle, Here I go!
Harle," Listen, Serge... I know very well zat you do not want to fight moi, but... It would save mon honneur if you fight moi here."
Harle," Let'z continue, oui? ~~~Fine ~~~Not yet"
Harle, Non!? Hurry up!
Harle, Bravo! Here I go!
Harle, Enfin... Take all ze time you wish.
Harle, Mon Dieu! Moi iz défaited!
Harle," Ooh lah lah... You really are strong, trés fort, Serge."
Harle," Well, zat'z all ze fun for today...!"
Harle," Au revoir, Serge."
Old Man, Are you one of Lynx's minions?
Glenn," Radius, you are safe!"
Radius," Hoh-hoh! Is that you, Glenn? It's been a while. You seem well."
Glenn, I am glad you are alright.
Radius, Yes... Miss Riddel had informed me that Lynx and the general were heading to Fort Dragonia. I played it safe and went into hiding for a while... And it looks like Lynx did pay me a visit. I'm sure the general has no idea what happened here. Lynx is the one behind all this.
Radius, I had a feeling something like this might happen... That is why I made sure to build a sturdy stronghold underground. I believe it should still be intact.
Glenn, Lynx must be plotting something.
Radius," By the way, Glenn... Who are these people?"
Glenn, Oh... They are...
Radius," Well, no sense standing out here. Please, come in."
Radius, I see... So you have met Miss Riddel and Glenn.
Radius, Hmmm... I see.
Radius," Yes, I once wielded a sword as a proud member of the Acacia Dragoons. Glenn's father, Garai, the blacksmith, Zappa, and I used to tear up the battlefield."
Radius," But that was a good fifteen years ago... When Garai lost his life on the central continent, I vowed to become his sons' guardian. I officially retired four years ago, after Dario received his father's sword, the Einlanzer. I have been here ever since, living a carefree life away from the rest of the world."
Radius," However, Dario is no longer with us... Life is so unpredictable..."
Radius," It was then that Lynx approached General Viper. He spoke of the legendary treasure, the Frozen Flame, which is able to heal all illnesses and fulfill any dreams."
Radius," I do not know what this man Lynx is plotting... But I believe General Viper intends to overthrow the nation of Porre with the power of this legendary flame. Porre is a nation governed by militarism and has brought on suffering to many people on the central continent of Zenan. Perhaps the general envisions a bright and peaceful world, much like Guardia was at one time..."
Radius, Or... Is he planning to find the answer as to why we have continued to hurt and kill each other since antiquity...?
Radius," In any case, I no longer wish to involve myself in any conflicts. Besides, there is no way I would want to face General Viper in battle. Young one, should you plan to engage in battle with Lynx, beware... He is a fearsome man."
Radius," I suggest you rest here for the night and leave in the morning. There are many cursed spirits wandering the seas around here. Rumor has it, they attack ships and suck the souls out of humans..."
Member, I've heard rumors about this accursed ghost ship...
Kid, What? A ghost ship? Hah! You tryin' to scare me!? Don't make me laugh.
Radius," Do not take the sea lightly, young lady. Mankind knows only but the land and the surface of the sea. No man can truly know what hides beneath the waves."
Radius, Take care of yourself.
Radius," Whatever lies ahead of you, believe in your friends, no matter what..."
System, Skelly became the life of your party!
Member, Could this be...
Member, The ghost ship?
Member," Well, what are we waiting for?"
Member, You're right... We won't be able to navigate our boat in this fog.
Serge, ???
Kid, Oi! Is this thing really a ghost ship...!?
Poshul, Thith doethn't rook rike a ghotht thhip to I...
Leena, Doesn't seem like a ghost ship to me...
Pierre," Ah, oui? Is this really a ghost ship?"
Nikki, Could this really be a ghost ship...?
Korcha, This ain'tCHA ordinary ghost ship...
Glenn, So this is the infamous ghost ship...?
Macha, Is this whatCHA call a ghost ship?
